,link
1073,/date/2004-11-16/?ref_=bo_di_table_46
1074,/date/2004-11-15/?ref_=bo_di_table_47
1075,/date/2004-11-14/?ref_=bo_di_table_48
1076,/date/2004-11-13/?ref_=bo_di_table_49
1077,/date/2004-11-12/?ref_=bo_di_table_50
1078,/date/2004-11-11/?ref_=bo_di_table_51
1079,/date/2004-11-10/?ref_=bo_di_table_52
1080,/date/2004-11-09/?ref_=bo_di_table_53
1081,/date/2004-11-08/?ref_=bo_di_table_54
1082,/date/2004-11-07/?ref_=bo_di_table_55
1083,/date/2004-11-06/?ref_=bo_di_table_56
1084,/date/2004-11-05/?ref_=bo_di_table_57
1085,/date/2004-11-04/?ref_=bo_di_table_58
1086,/date/2004-11-03/?ref_=bo_di_table_59
1087,/date/2004-11-02/?ref_=bo_di_table_60
1088,/date/2004-11-01/?ref_=bo_di_table_61
1089,/date/2004-10-31/?ref_=bo_di_table_62
1090,/date/2004-10-30/?ref_=bo_di_table_63
1091,/date/2004-10-29/?ref_=bo_di_table_64
1092,/date/2004-10-28/?ref_=bo_di_table_65
1093,/date/2004-10-27/?ref_=bo_di_table_66
1094,/date/2004-10-26/?ref_=bo_di_table_67
1095,/date/2004-10-25/?ref_=bo_di_table_68
1096,/date/2004-10-24/?ref_=bo_di_table_69
1097,/date/2004-10-23/?ref_=bo_di_table_70
1098,/date/2004-10-22/?ref_=bo_di_table_71
1099,/date/2004-10-21/?ref_=bo_di_table_72
1100,/date/2004-10-20/?ref_=bo_di_table_73
1101,/date/2004-10-19/?ref_=bo_di_table_74
1102,/date/2004-10-18/?ref_=bo_di_table_75
1103,/date/2004-10-17/?ref_=bo_di_table_76
1104,/date/2004-10-16/?ref_=bo_di_table_77
1105,/date/2004-10-15/?ref_=bo_di_table_78
1106,/date/2004-10-14/?ref_=bo_di_table_79
1107,/date/2004-10-13/?ref_=bo_di_table_80
1108,/date/2004-10-12/?ref_=bo_di_table_81
1109,/date/2004-10-11/?ref_=bo_di_table_82
1110,/date/2004-10-10/?ref_=bo_di_table_83
1111,/date/2004-10-09/?ref_=bo_di_table_84
1112,/date/2004-10-08/?ref_=bo_di_table_85
1113,/date/2004-10-07/?ref_=bo_di_table_86
1114,/date/2004-10-06/?ref_=bo_di_table_87
1115,/date/2004-10-05/?ref_=bo_di_table_88
1116,/date/2004-10-04/?ref_=bo_di_table_89
1117,/date/2004-10-03/?ref_=bo_di_table_90
1118,/date/2004-10-02/?ref_=bo_di_table_91
1119,/date/2004-10-01/?ref_=bo_di_table_92
1120,/date/2004-09-30/?ref_=bo_di_table_93
1121,/date/2004-09-29/?ref_=bo_di_table_94
1122,/date/2004-09-28/?ref_=bo_di_table_95
1123,/date/2004-09-27/?ref_=bo_di_table_96
1124,/date/2004-09-26/?ref_=bo_di_table_97
1125,/date/2004-09-25/?ref_=bo_di_table_98
1126,/date/2004-09-24/?ref_=bo_di_table_99
1127,/date/2004-09-23/?ref_=bo_di_table_100
1128,/date/2004-09-22/?ref_=bo_di_table_101
1129,/date/2004-09-21/?ref_=bo_di_table_102
1130,/date/2004-09-20/?ref_=bo_di_table_103
1131,/date/2004-09-19/?ref_=bo_di_table_104
1132,/date/2004-09-18/?ref_=bo_di_table_105
1133,/date/2004-09-17/?ref_=bo_di_table_106
1134,/date/2004-09-16/?ref_=bo_di_table_107
1135,/date/2004-09-15/?ref_=bo_di_table_108
1136,/date/2004-09-14/?ref_=bo_di_table_109
1137,/date/2004-09-13/?ref_=bo_di_table_110
1138,/date/2004-09-12/?ref_=bo_di_table_111
1139,/date/2004-09-11/?ref_=bo_di_table_112
1140,/date/2004-09-10/?ref_=bo_di_table_113
1141,/date/2004-09-09/?ref_=bo_di_table_114
1142,/date/2004-09-08/?ref_=bo_di_table_115
1143,/date/2004-09-07/?ref_=bo_di_table_116
1144,/date/2004-09-06/?ref_=bo_di_table_117
1145,/date/2004-09-05/?ref_=bo_di_table_118
1146,/date/2004-09-04/?ref_=bo_di_table_119
1147,/date/2004-09-03/?ref_=bo_di_table_120
1148,/date/2004-09-02/?ref_=bo_di_table_121
1149,/date/2004-09-01/?ref_=bo_di_table_122
1150,/date/2004-08-31/?ref_=bo_di_table_123
1151,/date/2004-08-30/?ref_=bo_di_table_124
1152,/date/2004-08-29/?ref_=bo_di_table_125
1153,/date/2004-08-28/?ref_=bo_di_table_126
1154,/date/2004-08-27/?ref_=bo_di_table_127
1155,/date/2004-08-26/?ref_=bo_di_table_128
1156,/date/2004-08-25/?ref_=bo_di_table_129
1157,/date/2004-08-24/?ref_=bo_di_table_130
1158,/date/2004-08-23/?ref_=bo_di_table_131
1159,/date/2004-08-22/?ref_=bo_di_table_132
1160,/date/2004-08-21/?ref_=bo_di_table_133
1161,/date/2004-08-20/?ref_=bo_di_table_134
1162,/date/2004-08-19/?ref_=bo_di_table_135
1163,/date/2004-08-18/?ref_=bo_di_table_136
1164,/date/2004-08-17/?ref_=bo_di_table_137
1165,/date/2004-08-16/?ref_=bo_di_table_138
1166,/date/2004-08-15/?ref_=bo_di_table_139
1167,/date/2004-08-14/?ref_=bo_di_table_140
1168,/date/2004-08-13/?ref_=bo_di_table_141
1169,/date/2004-08-12/?ref_=bo_di_table_142
1170,/date/2004-08-11/?ref_=bo_di_table_143
1171,/date/2004-08-10/?ref_=bo_di_table_144
1172,/date/2004-08-09/?ref_=bo_di_table_145
1173,/date/2004-08-08/?ref_=bo_di_table_146
1174,/date/2004-08-07/?ref_=bo_di_table_147
1175,/date/2004-08-06/?ref_=bo_di_table_148
1176,/date/2004-08-05/?ref_=bo_di_table_149
1177,/date/2004-08-04/?ref_=bo_di_table_150
1178,/date/2004-08-03/?ref_=bo_di_table_151
1179,/date/2004-08-02/?ref_=bo_di_table_152
1180,/date/2004-08-01/?ref_=bo_di_table_153
1181,/date/2004-07-31/?ref_=bo_di_table_154
1182,/date/2004-07-30/?ref_=bo_di_table_155
1183,/date/2004-07-29/?ref_=bo_di_table_156
1184,/date/2004-07-28/?ref_=bo_di_table_157
1185,/date/2004-07-27/?ref_=bo_di_table_158
1186,/date/2004-07-26/?ref_=bo_di_table_159
1187,/date/2004-07-25/?ref_=bo_di_table_160
1188,/date/2004-07-24/?ref_=bo_di_table_161
1189,/date/2004-07-23/?ref_=bo_di_table_162
1190,/date/2004-07-22/?ref_=bo_di_table_163
1191,/date/2004-07-21/?ref_=bo_di_table_164
1192,/date/2004-07-20/?ref_=bo_di_table_165
1193,/date/2004-07-19/?ref_=bo_di_table_166
1194,/date/2004-07-18/?ref_=bo_di_table_167
1195,/date/2004-07-17/?ref_=bo_di_table_168
1196,/date/2004-07-16/?ref_=bo_di_table_169
1197,/date/2004-07-15/?ref_=bo_di_table_170
1198,/date/2004-07-14/?ref_=bo_di_table_171
1199,/date/2004-07-13/?ref_=bo_di_table_172
1200,/date/2004-07-12/?ref_=bo_di_table_173
1201,/date/2004-07-11/?ref_=bo_di_table_174
1202,/date/2004-07-10/?ref_=bo_di_table_175
1203,/date/2004-07-09/?ref_=bo_di_table_176
1204,/date/2004-07-08/?ref_=bo_di_table_177
1205,/date/2004-07-07/?ref_=bo_di_table_178
1206,/date/2004-07-06/?ref_=bo_di_table_179
1207,/date/2004-07-05/?ref_=bo_di_table_180
1208,/date/2004-07-04/?ref_=bo_di_table_181
1209,/date/2004-07-03/?ref_=bo_di_table_182
1210,/date/2004-07-02/?ref_=bo_di_table_183
1211,/date/2004-07-01/?ref_=bo_di_table_184
1212,/date/2004-06-30/?ref_=bo_di_table_185
1213,/date/2004-06-29/?ref_=bo_di_table_186
1214,/date/2004-06-28/?ref_=bo_di_table_187
1215,/date/2004-06-27/?ref_=bo_di_table_188
1216,/date/2004-06-26/?ref_=bo_di_table_189
1217,/date/2004-06-25/?ref_=bo_di_table_190
1218,/date/2004-06-24/?ref_=bo_di_table_191
1219,/date/2004-06-23/?ref_=bo_di_table_192
1220,/date/2004-06-22/?ref_=bo_di_table_193
1221,/date/2004-06-21/?ref_=bo_di_table_194
1222,/date/2004-06-20/?ref_=bo_di_table_195
1223,/date/2004-06-19/?ref_=bo_di_table_196
1224,/date/2004-06-18/?ref_=bo_di_table_197
1225,/date/2004-06-17/?ref_=bo_di_table_198
1226,/date/2004-06-16/?ref_=bo_di_table_199
1227,/date/2004-06-15/?ref_=bo_di_table_200
1228,/date/2004-06-14/?ref_=bo_di_table_201
1229,/date/2004-06-13/?ref_=bo_di_table_202
1230,/date/2004-06-12/?ref_=bo_di_table_203
1231,/date/2004-06-11/?ref_=bo_di_table_204
1232,/date/2004-06-10/?ref_=bo_di_table_205
1233,/date/2004-06-09/?ref_=bo_di_table_206
1234,/date/2004-06-08/?ref_=bo_di_table_207
1235,/date/2004-06-07/?ref_=bo_di_table_208
1236,/date/2004-06-06/?ref_=bo_di_table_209
1237,/date/2004-06-05/?ref_=bo_di_table_210
1238,/date/2004-06-04/?ref_=bo_di_table_211
1239,/date/2004-06-03/?ref_=bo_di_table_212
1240,/date/2004-06-02/?ref_=bo_di_table_213
1241,/date/2004-06-01/?ref_=bo_di_table_214
1242,/date/2004-05-31/?ref_=bo_di_table_215
1243,/date/2004-05-30/?ref_=bo_di_table_216
1244,/date/2004-05-29/?ref_=bo_di_table_217
1245,/date/2004-05-28/?ref_=bo_di_table_218
1246,/date/2004-05-27/?ref_=bo_di_table_219
1247,/date/2004-05-26/?ref_=bo_di_table_220
1248,/date/2004-05-25/?ref_=bo_di_table_221
1249,/date/2004-05-24/?ref_=bo_di_table_222
1250,/date/2004-05-23/?ref_=bo_di_table_223
1251,/date/2004-05-22/?ref_=bo_di_table_224
1252,/date/2004-05-21/?ref_=bo_di_table_225
1253,/date/2004-05-20/?ref_=bo_di_table_226
1254,/date/2004-05-19/?ref_=bo_di_table_227
1255,/date/2004-05-18/?ref_=bo_di_table_228
1256,/date/2004-05-17/?ref_=bo_di_table_229
1257,/date/2004-05-16/?ref_=bo_di_table_230
1258,/date/2004-05-15/?ref_=bo_di_table_231
1259,/date/2004-05-14/?ref_=bo_di_table_232
1260,/date/2004-05-13/?ref_=bo_di_table_233
1261,/date/2004-05-12/?ref_=bo_di_table_234
1262,/date/2004-05-11/?ref_=bo_di_table_235
1263,/date/2004-05-10/?ref_=bo_di_table_236
1264,/date/2004-05-09/?ref_=bo_di_table_237
1265,/date/2004-05-08/?ref_=bo_di_table_238
1266,/date/2004-05-07/?ref_=bo_di_table_239
1267,/date/2004-05-06/?ref_=bo_di_table_240
1268,/date/2004-05-05/?ref_=bo_di_table_241
1269,/date/2004-05-04/?ref_=bo_di_table_242
1270,/date/2004-05-03/?ref_=bo_di_table_243
1271,/date/2004-05-02/?ref_=bo_di_table_244
1272,/date/2004-05-01/?ref_=bo_di_table_245
1273,/date/2004-04-30/?ref_=bo_di_table_246
1274,/date/2004-04-29/?ref_=bo_di_table_247
1275,/date/2004-04-28/?ref_=bo_di_table_248
1276,/date/2004-04-27/?ref_=bo_di_table_249
1277,/date/2004-04-26/?ref_=bo_di_table_250
1278,/date/2004-04-25/?ref_=bo_di_table_251
1279,/date/2004-04-24/?ref_=bo_di_table_252
1280,/date/2004-04-23/?ref_=bo_di_table_253
1281,/date/2004-04-22/?ref_=bo_di_table_254
1282,/date/2004-04-21/?ref_=bo_di_table_255
1283,/date/2004-04-20/?ref_=bo_di_table_256
1284,/date/2004-04-19/?ref_=bo_di_table_257
1285,/date/2004-04-18/?ref_=bo_di_table_258
1286,/date/2004-04-17/?ref_=bo_di_table_259
1287,/date/2004-04-16/?ref_=bo_di_table_260
1288,/date/2004-04-15/?ref_=bo_di_table_261
1289,/date/2004-04-14/?ref_=bo_di_table_262
1290,/date/2004-04-13/?ref_=bo_di_table_263
1291,/date/2004-04-12/?ref_=bo_di_table_264
1292,/date/2004-04-11/?ref_=bo_di_table_265
1293,/date/2004-04-10/?ref_=bo_di_table_266
1294,/date/2004-04-09/?ref_=bo_di_table_267
1295,/date/2004-04-08/?ref_=bo_di_table_268
1296,/date/2004-04-07/?ref_=bo_di_table_269
1297,/date/2004-04-06/?ref_=bo_di_table_270
1298,/date/2004-04-05/?ref_=bo_di_table_271
1299,/date/2004-04-04/?ref_=bo_di_table_272
1300,/date/2004-04-03/?ref_=bo_di_table_273
1301,/date/2004-04-02/?ref_=bo_di_table_274
1302,/date/2004-04-01/?ref_=bo_di_table_275
1303,/date/2004-03-31/?ref_=bo_di_table_276
1304,/date/2004-03-30/?ref_=bo_di_table_277
1305,/date/2004-03-29/?ref_=bo_di_table_278
1306,/date/2004-03-28/?ref_=bo_di_table_279
1307,/date/2004-03-27/?ref_=bo_di_table_280
1308,/date/2004-03-26/?ref_=bo_di_table_281
1309,/date/2004-03-25/?ref_=bo_di_table_282
1310,/date/2004-03-24/?ref_=bo_di_table_283
1311,/date/2004-03-23/?ref_=bo_di_table_284
1312,/date/2004-03-22/?ref_=bo_di_table_285
1313,/date/2004-03-21/?ref_=bo_di_table_286
1314,/date/2004-03-20/?ref_=bo_di_table_287
1315,/date/2004-03-19/?ref_=bo_di_table_288
1316,/date/2004-03-18/?ref_=bo_di_table_289
1317,/date/2004-03-17/?ref_=bo_di_table_290
1318,/date/2004-03-16/?ref_=bo_di_table_291
1319,/date/2004-03-15/?ref_=bo_di_table_292
1320,/date/2004-03-14/?ref_=bo_di_table_293
1321,/date/2004-03-13/?ref_=bo_di_table_294
1322,/date/2004-03-12/?ref_=bo_di_table_295
1323,/date/2004-03-11/?ref_=bo_di_table_296
1324,/date/2004-03-10/?ref_=bo_di_table_297
1325,/date/2004-03-09/?ref_=bo_di_table_298
1326,/date/2004-03-08/?ref_=bo_di_table_299
1327,/date/2004-03-07/?ref_=bo_di_table_300
1328,/date/2004-03-06/?ref_=bo_di_table_301
1329,/date/2004-03-05/?ref_=bo_di_table_302
1330,/date/2004-03-04/?ref_=bo_di_table_303
1331,/date/2004-03-03/?ref_=bo_di_table_304
1332,/date/2004-03-02/?ref_=bo_di_table_305
1333,/date/2004-03-01/?ref_=bo_di_table_306
1334,/date/2004-02-29/?ref_=bo_di_table_307
1335,/date/2004-02-28/?ref_=bo_di_table_308
1336,/date/2004-02-27/?ref_=bo_di_table_309
1337,/date/2004-02-26/?ref_=bo_di_table_310
1338,/date/2004-02-25/?ref_=bo_di_table_311
1339,/date/2004-02-24/?ref_=bo_di_table_312
1340,/date/2004-02-23/?ref_=bo_di_table_313
1341,/date/2004-02-22/?ref_=bo_di_table_314
1342,/date/2004-02-21/?ref_=bo_di_table_315
1343,/date/2004-02-20/?ref_=bo_di_table_316
1344,/date/2004-02-19/?ref_=bo_di_table_317
1345,/date/2004-02-18/?ref_=bo_di_table_318
1346,/date/2004-02-17/?ref_=bo_di_table_319
1347,/date/2004-02-16/?ref_=bo_di_table_320
1348,/date/2004-02-15/?ref_=bo_di_table_321
1349,/date/2004-02-14/?ref_=bo_di_table_322
1350,/date/2004-02-13/?ref_=bo_di_table_323
1351,/date/2004-02-12/?ref_=bo_di_table_324
1352,/date/2004-02-11/?ref_=bo_di_table_325
1353,/date/2004-02-10/?ref_=bo_di_table_326
1354,/date/2004-02-09/?ref_=bo_di_table_327
1355,/date/2004-02-08/?ref_=bo_di_table_328
1356,/date/2004-02-07/?ref_=bo_di_table_329
1357,/date/2004-02-06/?ref_=bo_di_table_330
1358,/date/2004-02-05/?ref_=bo_di_table_331
1359,/date/2004-02-04/?ref_=bo_di_table_332
1360,/date/2004-02-03/?ref_=bo_di_table_333
1361,/date/2004-02-02/?ref_=bo_di_table_334
1362,/date/2004-02-01/?ref_=bo_di_table_335
1363,/date/2004-01-31/?ref_=bo_di_table_336
1364,/date/2004-01-30/?ref_=bo_di_table_337
1365,/date/2004-01-29/?ref_=bo_di_table_338
1366,/date/2004-01-28/?ref_=bo_di_table_339
1367,/date/2004-01-27/?ref_=bo_di_table_340
1368,/date/2004-01-26/?ref_=bo_di_table_341
1369,/date/2004-01-25/?ref_=bo_di_table_342
1370,/date/2004-01-24/?ref_=bo_di_table_343
1371,/date/2004-01-23/?ref_=bo_di_table_344
1372,/date/2004-01-22/?ref_=bo_di_table_345
1373,/date/2004-01-21/?ref_=bo_di_table_346
1374,/date/2004-01-20/?ref_=bo_di_table_347
1375,/date/2004-01-19/?ref_=bo_di_table_348
1376,/date/2004-01-18/?ref_=bo_di_table_349
1377,/date/2004-01-17/?ref_=bo_di_table_350
1378,/date/2004-01-16/?ref_=bo_di_table_351
1379,/date/2004-01-15/?ref_=bo_di_table_352
1380,/date/2004-01-14/?ref_=bo_di_table_353
1381,/date/2004-01-13/?ref_=bo_di_table_354
1382,/date/2004-01-12/?ref_=bo_di_table_355
1383,/date/2004-01-11/?ref_=bo_di_table_356
1384,/date/2004-01-10/?ref_=bo_di_table_357
1385,/date/2004-01-09/?ref_=bo_di_table_358
1386,/date/2004-01-08/?ref_=bo_di_table_359
1387,/date/2004-01-07/?ref_=bo_di_table_360
1388,/date/2004-01-06/?ref_=bo_di_table_361
1389,/date/2004-01-05/?ref_=bo_di_table_362
1390,/date/2004-01-04/?ref_=bo_di_table_363
1391,/date/2004-01-03/?ref_=bo_di_table_364
1392,/date/2004-01-02/?ref_=bo_di_table_365
1393,/date/2004-01-01/?ref_=bo_di_table_366
1394,/date/2005-12-31/?ref_=bo_di_table_1
1395,/date/2005-12-30/?ref_=bo_di_table_2
1396,/date/2005-12-29/?ref_=bo_di_table_3
1397,/date/2005-12-28/?ref_=bo_di_table_4
1398,/date/2005-12-27/?ref_=bo_di_table_5
1399,/date/2005-12-26/?ref_=bo_di_table_6
1400,/date/2005-12-25/?ref_=bo_di_table_7
1401,/date/2005-12-24/?ref_=bo_di_table_8
1402,/date/2005-12-23/?ref_=bo_di_table_9
1403,/date/2005-12-22/?ref_=bo_di_table_10
1404,/date/2005-12-21/?ref_=bo_di_table_11
1405,/date/2005-12-20/?ref_=bo_di_table_12
1406,/date/2005-12-19/?ref_=bo_di_table_13
1407,/date/2005-12-18/?ref_=bo_di_table_14
1408,/date/2005-12-17/?ref_=bo_di_table_15
1409,/date/2005-12-16/?ref_=bo_di_table_16
1410,/date/2005-12-15/?ref_=bo_di_table_17
1411,/date/2005-12-14/?ref_=bo_di_table_18
1412,/date/2005-12-13/?ref_=bo_di_table_19
1413,/date/2005-12-12/?ref_=bo_di_table_20
1414,/date/2005-12-11/?ref_=bo_di_table_21
1415,/date/2005-12-10/?ref_=bo_di_table_22
1416,/date/2005-12-09/?ref_=bo_di_table_23
1417,/date/2005-12-08/?ref_=bo_di_table_24
1418,/date/2005-12-07/?ref_=bo_di_table_25
1419,/date/2005-12-06/?ref_=bo_di_table_26
1420,/date/2005-12-05/?ref_=bo_di_table_27
1421,/date/2005-12-04/?ref_=bo_di_table_28
1422,/date/2005-12-03/?ref_=bo_di_table_29
1423,/date/2005-12-02/?ref_=bo_di_table_30
1424,/date/2005-12-01/?ref_=bo_di_table_31
1425,/date/2005-11-30/?ref_=bo_di_table_32
1426,/date/2005-11-29/?ref_=bo_di_table_33
1427,/date/2005-11-28/?ref_=bo_di_table_34
1428,/date/2005-11-27/?ref_=bo_di_table_35
1429,/date/2005-11-26/?ref_=bo_di_table_36
1430,/date/2005-11-25/?ref_=bo_di_table_37
1431,/date/2005-11-24/?ref_=bo_di_table_38
1432,/date/2005-11-23/?ref_=bo_di_table_39
1433,/date/2005-11-22/?ref_=bo_di_table_40
1434,/date/2005-11-21/?ref_=bo_di_table_41
1435,/date/2005-11-20/?ref_=bo_di_table_42
1436,/date/2005-11-19/?ref_=bo_di_table_43
1437,/date/2005-11-18/?ref_=bo_di_table_44
1438,/date/2005-11-17/?ref_=bo_di_table_45
1439,/date/2005-11-16/?ref_=bo_di_table_46
1440,/date/2005-11-15/?ref_=bo_di_table_47
1441,/date/2005-11-14/?ref_=bo_di_table_48
1442,/date/2005-11-13/?ref_=bo_di_table_49
1443,/date/2005-11-12/?ref_=bo_di_table_50
1444,/date/2005-11-11/?ref_=bo_di_table_51
1445,/date/2005-11-10/?ref_=bo_di_table_52
1446,/date/2005-11-09/?ref_=bo_di_table_53
1447,/date/2005-11-08/?ref_=bo_di_table_54
1448,/date/2005-11-07/?ref_=bo_di_table_55
1449,/date/2005-11-06/?ref_=bo_di_table_56
1450,/date/2005-11-05/?ref_=bo_di_table_57
1451,/date/2005-11-04/?ref_=bo_di_table_58
1452,/date/2005-11-03/?ref_=bo_di_table_59
1453,/date/2005-11-02/?ref_=bo_di_table_60
1454,/date/2005-11-01/?ref_=bo_di_table_61
1455,/date/2005-10-31/?ref_=bo_di_table_62
1456,/date/2005-10-30/?ref_=bo_di_table_63
1457,/date/2005-10-29/?ref_=bo_di_table_64
1458,/date/2005-10-28/?ref_=bo_di_table_65
1459,/date/2005-10-27/?ref_=bo_di_table_66
1460,/date/2005-10-26/?ref_=bo_di_table_67
1461,/date/2005-10-25/?ref_=bo_di_table_68
1462,/date/2005-10-24/?ref_=bo_di_table_69
1463,/date/2005-10-23/?ref_=bo_di_table_70
1464,/date/2005-10-22/?ref_=bo_di_table_71
1465,/date/2005-10-21/?ref_=bo_di_table_72
1466,/date/2005-10-20/?ref_=bo_di_table_73
1467,/date/2005-10-19/?ref_=bo_di_table_74
1468,/date/2005-10-18/?ref_=bo_di_table_75
1469,/date/2005-10-17/?ref_=bo_di_table_76
1470,/date/2005-10-16/?ref_=bo_di_table_77
1471,/date/2005-10-15/?ref_=bo_di_table_78
1472,/date/2005-10-14/?ref_=bo_di_table_79
1473,/date/2005-10-13/?ref_=bo_di_table_80
1474,/date/2005-10-12/?ref_=bo_di_table_81
1475,/date/2005-10-11/?ref_=bo_di_table_82
1476,/date/2005-10-10/?ref_=bo_di_table_83
1477,/date/2005-10-09/?ref_=bo_di_table_84
1478,/date/2005-10-08/?ref_=bo_di_table_85
1479,/date/2005-10-07/?ref_=bo_di_table_86
1480,/date/2005-10-06/?ref_=bo_di_table_87
1481,/date/2005-10-05/?ref_=bo_di_table_88
1482,/date/2005-10-04/?ref_=bo_di_table_89
1483,/date/2005-10-03/?ref_=bo_di_table_90
1484,/date/2005-10-02/?ref_=bo_di_table_91
1485,/date/2005-10-01/?ref_=bo_di_table_92
1486,/date/2005-09-30/?ref_=bo_di_table_93
1487,/date/2005-09-29/?ref_=bo_di_table_94
1488,/date/2005-09-28/?ref_=bo_di_table_95
1489,/date/2005-09-27/?ref_=bo_di_table_96
1490,/date/2005-09-26/?ref_=bo_di_table_97
1491,/date/2005-09-25/?ref_=bo_di_table_98
1492,/date/2005-09-24/?ref_=bo_di_table_99
1493,/date/2005-09-23/?ref_=bo_di_table_100
1494,/date/2005-09-22/?ref_=bo_di_table_101
1495,/date/2005-09-21/?ref_=bo_di_table_102
1496,/date/2005-09-20/?ref_=bo_di_table_103
1497,/date/2005-09-19/?ref_=bo_di_table_104
1498,/date/2005-09-18/?ref_=bo_di_table_105
1499,/date/2005-09-17/?ref_=bo_di_table_106
1500,/date/2005-09-16/?ref_=bo_di_table_107
1501,/date/2005-09-15/?ref_=bo_di_table_108
1502,/date/2005-09-14/?ref_=bo_di_table_109
1503,/date/2005-09-13/?ref_=bo_di_table_110
1504,/date/2005-09-12/?ref_=bo_di_table_111
1505,/date/2005-09-11/?ref_=bo_di_table_112
1506,/date/2005-09-10/?ref_=bo_di_table_113
1507,/date/2005-09-09/?ref_=bo_di_table_114
1508,/date/2005-09-08/?ref_=bo_di_table_115
1509,/date/2005-09-07/?ref_=bo_di_table_116
1510,/date/2005-09-06/?ref_=bo_di_table_117
1511,/date/2005-09-05/?ref_=bo_di_table_118
1512,/date/2005-09-04/?ref_=bo_di_table_119
1513,/date/2005-09-03/?ref_=bo_di_table_120
1514,/date/2005-09-02/?ref_=bo_di_table_121
1515,/date/2005-09-01/?ref_=bo_di_table_122
1516,/date/2005-08-31/?ref_=bo_di_table_123
1517,/date/2005-08-30/?ref_=bo_di_table_124
1518,/date/2005-08-29/?ref_=bo_di_table_125
1519,/date/2005-08-28/?ref_=bo_di_table_126
1520,/date/2005-08-27/?ref_=bo_di_table_127
1521,/date/2005-08-26/?ref_=bo_di_table_128
1522,/date/2005-08-25/?ref_=bo_di_table_129
1523,/date/2005-08-24/?ref_=bo_di_table_130
1524,/date/2005-08-23/?ref_=bo_di_table_131
1525,/date/2005-08-22/?ref_=bo_di_table_132
1526,/date/2005-08-21/?ref_=bo_di_table_133
1527,/date/2005-08-20/?ref_=bo_di_table_134
1528,/date/2005-08-19/?ref_=bo_di_table_135
1529,/date/2005-08-18/?ref_=bo_di_table_136
1530,/date/2005-08-17/?ref_=bo_di_table_137
1531,/date/2005-08-16/?ref_=bo_di_table_138
1532,/date/2005-08-15/?ref_=bo_di_table_139
1533,/date/2005-08-14/?ref_=bo_di_table_140
1534,/date/2005-08-13/?ref_=bo_di_table_141
1535,/date/2005-08-12/?ref_=bo_di_table_142
1536,/date/2005-08-11/?ref_=bo_di_table_143
1537,/date/2005-08-10/?ref_=bo_di_table_144
1538,/date/2005-08-09/?ref_=bo_di_table_145
1539,/date/2005-08-08/?ref_=bo_di_table_146
1540,/date/2005-08-07/?ref_=bo_di_table_147
1541,/date/2005-08-06/?ref_=bo_di_table_148
1542,/date/2005-08-05/?ref_=bo_di_table_149
1543,/date/2005-08-04/?ref_=bo_di_table_150
1544,/date/2005-08-03/?ref_=bo_di_table_151
1545,/date/2005-08-02/?ref_=bo_di_table_152
1546,/date/2005-08-01/?ref_=bo_di_table_153
1547,/date/2005-07-31/?ref_=bo_di_table_154
1548,/date/2005-07-30/?ref_=bo_di_table_155
1549,/date/2005-07-29/?ref_=bo_di_table_156
1550,/date/2005-07-28/?ref_=bo_di_table_157
1551,/date/2005-07-27/?ref_=bo_di_table_158
1552,/date/2005-07-26/?ref_=bo_di_table_159
1553,/date/2005-07-25/?ref_=bo_di_table_160
1554,/date/2005-07-24/?ref_=bo_di_table_161
1555,/date/2005-07-23/?ref_=bo_di_table_162
1556,/date/2005-07-22/?ref_=bo_di_table_163
1557,/date/2005-07-21/?ref_=bo_di_table_164
1558,/date/2005-07-20/?ref_=bo_di_table_165
1559,/date/2005-07-19/?ref_=bo_di_table_166
1560,/date/2005-07-18/?ref_=bo_di_table_167
1561,/date/2005-07-17/?ref_=bo_di_table_168
1562,/date/2005-07-16/?ref_=bo_di_table_169
1563,/date/2005-07-15/?ref_=bo_di_table_170
1564,/date/2005-07-14/?ref_=bo_di_table_171
1565,/date/2005-07-13/?ref_=bo_di_table_172
1566,/date/2005-07-12/?ref_=bo_di_table_173
1567,/date/2005-07-11/?ref_=bo_di_table_174
1568,/date/2005-07-10/?ref_=bo_di_table_175
1569,/date/2005-07-09/?ref_=bo_di_table_176
1570,/date/2005-07-08/?ref_=bo_di_table_177
1571,/date/2005-07-07/?ref_=bo_di_table_178
1572,/date/2005-07-06/?ref_=bo_di_table_179
1573,/date/2005-07-05/?ref_=bo_di_table_180
1574,/date/2005-07-04/?ref_=bo_di_table_181
1575,/date/2005-07-03/?ref_=bo_di_table_182
1576,/date/2005-07-02/?ref_=bo_di_table_183
1577,/date/2005-07-01/?ref_=bo_di_table_184
1578,/date/2005-06-30/?ref_=bo_di_table_185
1579,/date/2005-06-29/?ref_=bo_di_table_186
1580,/date/2005-06-28/?ref_=bo_di_table_187
1581,/date/2005-06-27/?ref_=bo_di_table_188
1582,/date/2005-06-26/?ref_=bo_di_table_189
1583,/date/2005-06-25/?ref_=bo_di_table_190
1584,/date/2005-06-24/?ref_=bo_di_table_191
1585,/date/2005-06-23/?ref_=bo_di_table_192
1586,/date/2005-06-22/?ref_=bo_di_table_193
1587,/date/2005-06-21/?ref_=bo_di_table_194
1588,/date/2005-06-20/?ref_=bo_di_table_195
1589,/date/2005-06-19/?ref_=bo_di_table_196
1590,/date/2005-06-18/?ref_=bo_di_table_197
